asin,brand,title,,,rating,review,totalReviews,prices
B07PJV9ZLR,Samsung,"Samsung Galaxy S10+ Factory Unlocked Phone with 128GB (U.S. Warranty), Prism Black (Renewed)",,,3.5,"When I received this phone, I was very Impressed and the color are very cool we never had a color blue phone.Before I give the review I used it and I did try how good it is . For my own experience this phone it has a very bright and clear display and I really like thin frame ,light weight easy to hold very good quality super love love it..*** Lets talk about making a call ***This phone Has a very clear high quality sound when making and receiving calls I love to use it. Has a good signal reception works great to my T-Mobile prepaid simcard. I don't have any problem if I want to connect to the internet or free public Wifi very easy to access.I downloaded some Apps Amazon shopping , Messenger, Pandora and Farm heroes super saga etc. very fast Using this phone .***Camera Dual Camera and Dual Flash 2.0MP FRONT and 5.0MP Back *** clear and makes a good quality picture perfect for selfie.*** Dual simcard one slot for a regular simcard the one slot for the mini simcard and micro sd card on the bottom slot*** Bluetooth *** easy to pairing*** 5.5"" screen perfect for watching movie video and playing games *****I Purchased this product at a discounted price to exchange my honest review overall the phone has a great features I can highly recommend. I'm very satisfied with this juning 5.5 unlocked smartphone if I have any problem I will review it again. 5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone BluePackage came with : Phone name brand :Juning 5.5 ( MODEL :Z8 )1X CHARGER1X MANUAL1X USB1X CASE1X HEADSET1X SCREEN PROTECTOR",53,$629.95 
B07PLLZRHC,Samsung,Samsung Galaxy J7 Star J737T 5.5" T-Mobile 32GB Android 13MP - Silver (Renewed),,,3.8,It's very very good,4,$149.99 
B07PN7FV4L,Motorola,Motorola Moto E5 Play 5.2in XT1921-3 T-Mobile 16GB Smartphone Android - Silver (Renewed),,,2,good,2,$70.99 
B07PPB4Y7S,Samsung,Samsung Galaxy Note5 N920V 5.7in 32GB (Verizon/GSM Unlocked) Android - Black Sapphire (Renewed),,,3,Excellent seller recommend 100%,2,$170.00 
B07PPZQHPV,Sony,"Sony Xperia 10 Plus i4293 64GB/6GB Dual Sim (Black) - International Model - No Warranty in The USA - GSM ONLY, NO CDMA",,,3.5,"Decent price for a decent piece of equipment. The camera is not bad, the processor is decent. What absolutely ruins this phone is the ADWARE GARBAGE attached to it.The Adware does NOTHING (because the ads themselves aren't even sized properly you don't even know what's being promoted) but slows up the phone. It pops up every so often in settings, launching aps etc. Additionally having used close to a dozen MTK phones Lenovo did a poor job of altering the android OS. It's hard to use, not configurable and clunky.And finally I cannot figure out how to change the MMS settings to consolidate group texts - a known problem with earlier generation android phones.I think those that have the time (I don't) to root this phone will have a much better experience. In stock software form it's not better than the other Android phones on the market - despite the slightly lower price.",9,$327.95 
B07PQSYGKB,OnePlus,OnePlus 6T A6013 128GB Mirror Black - T-Mobile (Renewed),,,3.8,perfect,16,$300.96 
B07PR1Z2BF,Motorola,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint",,,3.1,the best phone you can buy for this price I love it,6,"$199.99,$349.99"
B07PRSPD3Q,Nokia,Nokia Mobile Nokia 5.1 Plus - Android 9.0 Pie - 32 GB - Dual Camera - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.86" 19:9 HD+ Screen - Black,,,3.2,exelente,5,$159.00 
B07PV68K73,Samsung,Samsung Galaxy A50 SM-A505G 64GB 4GB RAM 25 MP 6.4" Factory Unlocked International Version- Black,,,4.1,excellent product.,201,$242.00 
B07PXV5GXJ,Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (International Version, No Warranty) - Blue",,,4.7,very good,14,$139.99 
B07PY52GVP,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",,,4.4,"Excellent phone for the price, dual sim, unlocked, with Google Play store. I even got CWM custom recovery to install on it and now I can experiment with other firmware. Please note that most of the CWM installation instruction will NOT work because they were written for the wrong version of the phone. This is the so called 发哥版, you would need to know a bit of Chinese and find the right CWM image for it.The resolution is of course on the low side for such a big phone. On the other hand, I purchased it for my mother and configured it with huge fonts in any case, so it didn't bother me.",385,$182.00 
B07Q2WPMNB,HUAWEI,HUAWEI P30 Pro Factory Unlocked International Version 128GB Black,,,4,Excellent phone functions recommend,25,$809.99 
B07Q3XHJWL,Samsung,Samsung Galaxy S7 Edge G935A 32GB GSM Unlocked - Blue Coral (Renewed),,,4.5,I'm so surprise about this phone...great quality! In cheap price!!!!happy happy the only cons is the long wait to be shipped.but its worth!,2,$190.00 
B07Q3ZPWQM,Samsung,"Samsung Galaxy M30 (64GB, 4GB RAM) 6.4"" Display, Low Radiation, Triple Camera, 5000mAh Extended Battery, Global 4G LTE Dual SIM GSM Factory Unlocked M305M/DS - International Model (Gradation Black)",,,3.5,gracias,14,$259.99 
B07Q61VVDC,Samsung,Samsung Galaxy S8 G950U 64GB - Prepaid Boost Mobile (Midnight Black),,,3,"This product shut down the screen when u use to audio/video call in skype,viber,& messenger! The screen will turn back on only when u remove the battery and turn on again! Factory deffect!",4,
B07Q6ZZ4S1,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",,,4.4,The camara sucks,143,$205.00 
B07Q84DPZH,Samsung,Samsung Galaxy A10 32GB (A105M) 6.2" HD+ Infinity-V 4G LTE Factory Unlocked GSM Smartphone - Black,,,4.1,"The screen color quality is crisp as most leading brands. The volume is loud in ear & the speakerphone as well ( I like ) The only thing I dislike is all the China Apps installed. I've disabled most & there are a few things that still have the chinese language, however, considering the processing speed, screen clarity, & price, I'm keeping it :)",516,"$133.50,$179.99"
B07QB9HMLF,Samsung,"Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked Phone (Midnight Black, 128GB)(Renewed)",,,3.6,quality team recommend them to everyone on amazon.,3,$519.95 
B07QCCW5KB,Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (Global Version, No Warranty) (Eclipse Black)",,,4.5,Very nice.arrived on time. I love it.,61,$139.00 
B07QCQ9JRH,Samsung,Samsung Galaxy M10 M105M 16GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Camera - Ocean Blue,,,4.1,Excellent!,24,"$149.99,$199.99"
B07QCXPP71,Xiaomi,Xiaomi Redmi 7 64GB + 3GB RAM 6.26" HD+ LTE Factory Unlocked GSM Smartphone (Global Version) (Comet Blue),,,4.5,the product is good but the English language still have settings showing in Chinese and its does not have google play.is there any change you provide more details on how I can get full version to download in English that I can install in the phones?,16,$155.00 
B07QDP1YCJ,Samsung,Samsung Galaxy M20 M205M 32GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Cameras - Ocean Blue,,,5,Its lovely ! My brother in law loves it so far.,1,$199.98 
B07QDVJRY6,HUAWEI,Huawei Honor 8X (64GB + 4GB RAM) 6.5" HD 4G LTE GSM Factory Unlocked Smartphone - International Version No Warranty JSN-L23 (Blue) (Renewed),,,3,bien,2,$159.99 
B07QFFSQFN,Samsung,Samsung Galaxy Note 9 N960U 512GB T-Mobile GSM Unlocked Phone - Ocean Blue (Renewed),,,3,This phone is very good.,2,$675.95 
B07QFS3L4G,Samsung,Samsung Galaxy M20 M205M 32GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Camera - Charcoal Black,,,3.9,excelente,17,$189.75 
B07QG4FJ8Z,Samsung,Samsung Galaxy J2 Core 2018 Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 16GB (Gold),,,1,Better than expected,1,$103.74 
B07QGG4654,Samsung,"Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked Phone (Ocean Blue, 128GB)(Renewed)",,,3.8,Excelente telefono.,9,$534.00 
B07QJCY1SF,Xiaomi,Xiaomi Redmi 7 64GB + 3GB RAM 6.26" HD+ LTE Factory Unlocked GSM Smartphone (Global Version) (Eclipse Black),,,4.6,BUENO,7,$150.00 
